video_id,creator_id,category,language,upload_date,duration_sec,has_hashtags,is_verified_creator
V04003,C0932,Education,English,2025-01-15,45,1,0
V04004,C0814,Comedy,Hindi,2025-03-11,41,1,0
V04005,C0338,Music,Portuguese,2025-06-25,172,1,0
V04006,C0673,Gaming,English,2025-01-17,123,1,0
V04007,C0500,News,English,2025-02-27,168,1,0
V04008,C0275,Music,Portuguese,2025-06-13,107,1,0
V04009,C0066,News,English,2025-04-08,49,1,0
V04010,C0073,Comedy,Portuguese,2025-04-10,13,1,0
V04011,C0925,Fashion,English,2025-04-17,175,0,0
V04012,C0092,Food,English,2025-05-05,114,1,0
V04013,C0843,News,Spanish,2025-01-16,98,1,0
V04014,C0961,Comedy,English,2025-06-02,126,1,0
V04015,C0353,Gaming,Hindi,2025-02-23,174,1,0
V04016,C0491,Travel,English,2025-06-29,67,1,0
V04017,C0512,Education,Hindi,2025-02-14,70,1,0
V04018,C0085,Gaming,Portuguese,2025-01-20,124,0,0
V04019,C0064,News,Spanish,2025-01-24,93,1,0
V04020,C0857,Education,Japanese,2025-01-14,137,0,0
V04021,C0260,News,Portuguese,2025-03-11,158,1,0
V04022,C0421,Comedy,Spanish,2025-01-08,144,0,0
V04023,C0697,Food,Hindi,2025-04-17,164,0,0
V04024,C0039,Education,English,2025-02-08,76,1,0
V04025,C0062,Technology,Hindi,2025-03-06,88,1,0
V04026,C0269,Technology,Hindi,2025-02-08,93,1,0
V04027,C0662,Food,Spanish,2025-05-12,95,1,0
V04028,C0874,Music,Portuguese,2025-03-05,105,1,0
V04029,C0075,Gaming,English,2025-02-18,32,1,0
V04030,C0884,Education,English,2025-02-28,150,1,0
V04031,C0955,Music,Hindi,2025-05-25,106,1,1
V04032,C0785,Travel,English,2025-06-08,155,0,0
V04033,C0753,Education,English,2025-05-30,100,0,0
V04034,C0318,Fashion,English,2025-05-13,138,0,0
V04035,C0750,Technology,Portuguese,2025-06-14,40,1,0
V04036,C0718,News,Spanish,2025-02-23,95,1,0
V04037,C0288,Education,English,2025-02-07,120,1,0
V04038,C0535,Sports,Japanese,2025-05-18,108,1,0
V04039,C0631,Food,English,2025-04-28,101,1,0
V04040,C0687,Comedy,Hindi,2025-01-27,165,1,0
V04041,C0210,Food,English,2025-06-16,29,1,0
V04042,C0919,Technology,Spanish,2025-05-27,78,1,0
V04043,C0350,Comedy,Portuguese,2025-05-20,112,1,0
V04044,C0818,Education,Portuguese,2025-05-24,131,1,0
V04045,C0322,Comedy,Hindi,2025-04-16,153,1,0
V04046,C0795,Food,English,2025-06-27,46,1,0
V04047,C0703,Education,Japanese,2025-02-20,81,0,0
V04048,C0093,Food,English,2025-01-02,173,1,0
V04049,C0939,Food,English,2025-05-30,126,0,0
V04050,C0183,Gaming,English,2025-02-28,110,1,0
V04051,C0816,Fashion,Spanish,2025-02-24,30,1,1
V04052,C0898,Music,English,2025-06-09,118,1,0
V04053,C0775,Food,English,2025-03-09,95,1,0
V04054,C0930,Education,Hindi,2025-06-02,45,1,0
V04055,C0649,News,Spanish,2025-03-20,115,0,0
V04056,C0942,Music,Spanish,2025-03-20,38,1,0
V04057,C0672,Food,English,2025-06-09,89,1,0
V04058,C0031,Education,English,2025-04-23,159,1,0
V04059,C0303,Food,English,2025-05-28,43,1,0
V04060,C0483,Music,Spanish,2025-05-08,133,1,0
V04061,C0436,Comedy,Japanese,2025-01-03,180,1,0
V04062,C0244,Gaming,English,2025-04-02,151,1,0
V04063,C0131,Comedy,English,2025-05-08,49,0,0
V04064,C0133,Travel,Spanish,2025-04-10,81,1,0
V04065,C0381,Sports,Hindi,2025-05-28,140,0,0
V04066,C0567,Travel,English,2025-01-29,27,1,0
V04067,C0128,Education,Japanese,2025-06-18,117,1,0
V04068,C0151,Music,Spanish,2025-03-19,66,0,0
V04069,C0152,Music,English,2025-02-14,133,0,0
V04070,C0971,Education,Spanish,2025-02-14,122,1,0
V04071,C0606,Comedy,English,2025-05-21,138,1,0
V04072,C0526,Fashion,Hindi,2025-05-26,40,1,0
V04073,C0609,Technology,Hindi,2025-02-10,36,1,0
V04074,C0685,Comedy,English,2025-04-03,102,1,0
V04075,C0170,Gaming,English,2025-02-15,49,1,0
V04076,C0320,Music,Portuguese,2025-04-11,12,1,0
V04077,C0977,Education,English,2025-04-24,56,1,0
V04078,C0807,Fashion,Spanish,2025-06-02,25,0,0
V04079,C0420,News,English,2025-04-18,83,0,0
V04080,C0672,Travel,Japanese,2025-05-28,141,1,0
V04081,C0236,Music,English,2025-04-02,19,1,0
V04082,C0709,Comedy,English,2025-05-21,134,1,0
V04083,C0423,Education,English,2025-06-08,109,1,0
V04084,C0945,Comedy,English,2025-03-31,115,1,1
V04085,C0271,Music,English,2025-03-08,135,1,0
V04086,C0357,Comedy,English,2025-06-03,131,1,0
V04087,C0419,Comedy,English,2025-01-17,167,1,0
V04088,C0385,Food,English,2025-03-02,113,1,0
V04089,C0678,Travel,Spanish,2025-06-14,154,0,0
V04090,C0069,Comedy,English,2025-02-06,37,1,0
V04091,C0557,Music,English,2025-03-25,99,1,0
V04092,C0524,Gaming,Hindi,2025-05-30,50,1,0
V04093,C0287,Education,English,2025-05-16,80,1,0
V04094,C0675,Music,English,2025-03-23,136,1,0
V04095,C0843,Sports,English,2025-02-10,143,1,0
V04096,C0988,Technology,English,2025-03-27,41,0,0
V04097,C0744,Fashion,Hindi,2025-03-29,27,1,1
V04098,C0420,Fashion,English,2025-06-15,11,1,0
V04099,C0327,Technology,Hindi,2025-04-19,94,0,0
V04100,C0184,Sports,English,2025-01-06,111,1,1
V04101,C0894,News,English,2025-03-14,13,0,0
V04102,C0072,Gaming,Portuguese,2025-01-27,127,0,0
V04103,C0287,Sports,English,2025-04-23,78,0,0
V04104,C0946,Education,Spanish,2025-06-19,144,1,0
V04105,C0046,Technology,Hindi,2025-01-25,112,0,0
V04106,C0881,Gaming,English,2025-03-01,77,0,0
V04107,C0669,Music,English,2025-05-24,136,0,0
V04108,C0872,Comedy,English,2025-01-02,113,1,0
V04109,C0773,Technology,Portuguese,2025-04-08,102,1,0
V04110,C0969,Technology,Spanish,2025-06-07,114,0,0
V04111,C0673,Gaming,English,2025-05-08,57,0,0
V04112,C0951,Education,English,2025-06-12,59,1,0
V04113,C0819,Fashion,English,2025-03-10,42,1,0
V04114,C0804,Comedy,Spanish,2025-03-07,47,1,0
V04115,C0294,Education,English,2025-02-13,145,1,0
V04116,C0365,Sports,English,2025-03-23,110,1,0
V04117,C0444,Gaming,English,2025-03-24,28,1,1
V04118,C0054,Comedy,Hindi,2025-05-14,145,0,0
V04119,C0473,Food,Portuguese,2025-05-27,125,0,0
V04120,C0065,Education,Portuguese,2025-03-20,16,1,0
V04121,C0419,Music,English,2025-05-29,53,1,0
V04122,C0129,Fashion,English,2025-06-01,119,1,0
V04123,C0281,Comedy,Spanish,2025-05-15,164,1,0
V04124,C0982,Fashion,Hindi,2025-04-15,125,0,1
V04125,C0120,News,Hindi,2025-02-28,34,1,0
V04126,C0833,Sports,English,2025-03-05,64,0,0
V04127,C0528,Technology,Spanish,2025-04-24,91,1,0
V04128,C0983,Comedy,Spanish,2025-01-05,57,0,0
V04129,C0146,Travel,English,2025-04-21,101,1,0
V04130,C0612,Comedy,Hindi,2025-06-02,53,1,0
V04131,C0308,Travel,Portuguese,2025-01-07,22,1,0
V04132,C0544,Education,English,2025-06-29,90,0,0
V04133,C0069,Education,Spanish,2025-01-28,97,1,0
V04134,C0875,Gaming,English,2025-01-30,61,1,1
V04135,C0184,Comedy,Hindi,2025-03-06,57,1,0
V04136,C0052,Food,English,2025-04-21,161,1,0
V04137,C0794,Sports,Spanish,2025-05-03,52,1,0
V04138,C0467,Travel,Portuguese,2025-06-05,123,1,0
V04139,C0409,Travel,English,2025-04-28,11,0,1
V04140,C0138,Education,Spanish,2025-06-27,79,0,0
V04141,C0064,Food,Hindi,2025-04-29,27,0,0
V04142,C0711,Education,English,2025-04-22,146,1,1
V04143,C0924,Music,Hindi,2025-06-18,157,0,0
V04144,C0067,Gaming,English,2025-03-17,101,1,0
V04145,C0340,Music,English,2025-03-16,80,1,0
V04146,C0501,Fashion,English,2025-02-09,165,1,0
V04147,C0999,Gaming,English,2025-03-17,47,0,0
V04148,C0539,Music,English,2025-01-13,93,0,1
V04149,C0102,Travel,Spanish,2025-04-14,155,0,0
V04150,C0827,Music,English,2025-03-17,31,1,0
V04151,C0180,News,Portuguese,2025-02-06,152,0,0
V04152,C0437,Travel,Hindi,2025-04-03,90,1,0
V04153,C0177,Sports,English,2025-01-22,61,1,0
V04154,C0868,Technology,Japanese,2025-03-05,126,1,0
V04155,C0584,Music,Spanish,2025-04-21,59,0,0
V04156,C0891,Sports,Spanish,2025-03-29,129,1,0
V04157,C0620,News,Spanish,2025-05-05,29,0,0
V04158,C0573,News,Portuguese,2025-06-23,165,1,0
V04159,C0615,Food,English,2025-03-01,46,1,0
V04160,C0388,Comedy,Portuguese,2025-01-19,166,0,0
V04161,C0361,Food,Spanish,2025-02-03,42,1,0
V04162,C0760,Technology,Hindi,2025-01-21,151,0,1
V04163,C0351,Food,Japanese,2025-05-12,46,1,0
V04164,C0567,Technology,English,2025-04-18,35,1,0
V04165,C0993,Education,Hindi,2025-02-04,170,0,0
V04166,C0526,Sports,English,2025-01-07,103,0,0
V04167,C0969,Sports,English,2025-06-10,81,1,1
V04168,C0916,Music,Spanish,2025-05-14,87,1,0
V04169,C0771,Sports,English,2025-04-28,68,1,0
V04170,C0982,Sports,Japanese,2025-04-05,73,1,0
V04171,C0549,Sports,Japanese,2025-01-06,135,1,0
V04172,C0654,Sports,English,2025-02-06,176,1,0
V04173,C0546,Fashion,Spanish,2025-02-08,147,0,0
V04174,C0966,Sports,English,2025-01-14,85,1,0
V04175,C0689,Travel,English,2025-06-26,110,1,1
V04176,C0178,Travel,Spanish,2025-03-16,82,1,0
V04177,C0110,Fashion,English,2025-02-25,55,0,0
V04178,C0278,Education,English,2025-02-09,67,0,0
V04179,C0974,Comedy,Portuguese,2025-02-15,143,0,0
V04180,C0305,Comedy,English,2025-02-26,22,1,0
V04181,C0778,Comedy,Japanese,2025-05-09,110,0,0
V04182,C0487,Music,English,2025-04-12,57,1,0
V04183,C0788,Sports,English,2025-01-14,50,1,0
V04184,C0581,Music,Hindi,2025-03-30,57,0,0
V04185,C0704,Comedy,Hindi,2025-01-12,129,1,0
V04186,C0684,Sports,English,2025-03-13,139,1,0
V04187,C0318,Music,Hindi,2025-04-11,56,0,0
V04188,C0301,Comedy,Spanish,2025-01-03,36,0,0
V04189,C0112,Music,English,2025-02-03,39,1,0
V04190,C0453,Music,Spanish,2025-03-05,164,1,0
V04191,C0181,Technology,Hindi,2025-06-16,21,1,0
V04192,C0798,Fashion,English,2025-06-26,146,1,0
V04193,C0658,Music,Spanish,2025-03-21,94,1,0
V04194,C0477,Music,English,2025-03-17,134,1,0
V04195,C0888,Comedy,Hindi,2025-01-31,15,1,0
V04196,C0452,Sports,English,2025-01-22,169,1,0
V04197,C0905,Sports,Portuguese,2025-01-26,65,1,0
V04198,C0672,News,English,2025-04-15,74,1,0
V04199,C0447,Music,English,2025-03-23,158,0,0
V04200,C0411,Music,English,2025-04-03,75,1,0
V04201,C0809,Gaming,Spanish,2025-05-25,28,1,1
V04202,C0110,Travel,Hindi,2025-01-14,161,1,0
V04203,C0894,Comedy,Hindi,2025-03-17,39,0,0
V04204,C0091,Education,English,2025-06-25,74,1,0
V04205,C0239,Education,Hindi,2025-06-18,41,1,0
V04206,C0109,Education,Hindi,2025-02-10,145,1,0
V04207,C0214,Technology,English,2025-01-26,77,1,0
V04208,C0789,Technology,English,2025-06-19,47,0,0
V04209,C0799,Food,Hindi,2025-02-09,30,1,0
V04210,C0390,News,Hindi,2025-03-02,80,1,0
V04211,C0962,Gaming,Hindi,2025-03-25,103,0,0
V04212,C0189,Comedy,English,2025-06-08,130,1,0
V04213,C0691,Sports,English,2025-05-18,60,0,1
V04214,C0833,Comedy,English,2025-05-10,31,1,0
V04215,C0610,Food,English,2025-04-03,161,1,0
V04216,C0997,Sports,Spanish,2025-01-31,95,0,1
V04217,C0720,Technology,Hindi,2025-04-28,50,1,0
V04218,C0999,Comedy,English,2025-04-22,164,1,0
V04219,C0414,Sports,English,2025-03-02,97,0,0
V04220,C0863,Gaming,English,2025-04-25,46,1,0
V04221,C0345,Music,Portuguese,2025-02-09,32,1,0
V04222,C0274,Music,Japanese,2025-04-08,102,1,0
V04223,C0097,Fashion,Portuguese,2025-05-20,167,1,0
V04224,C0332,Technology,Portuguese,2025-05-13,144,0,0
V04225,C0007,News,English,2025-03-31,83,1,0
V04226,C0583,Fashion,English,2025-02-23,79,0,0
V04227,C0875,Travel,English,2025-02-09,36,1,0
V04228,C0547,Music,English,2025-01-02,124,0,1
V04229,C0517,Education,Portuguese,2025-01-28,39,1,0
V04230,C0621,Comedy,Hindi,2025-03-28,80,1,0
V04231,C0097,Education,Japanese,2025-01-13,104,1,0
V04232,C0813,Food,English,2025-06-10,95,1,0
V04233,C0853,Gaming,English,2025-03-19,146,0,0
V04234,C0118,Gaming,Japanese,2025-04-28,162,0,0
V04235,C0963,Food,English,2025-06-06,98,1,0
V04236,C0738,Comedy,Hindi,2025-02-17,139,1,1
V04237,C0892,Food,English,2025-04-13,100,1,0
V04238,C0468,Gaming,Spanish,2025-03-05,49,1,0
V04239,C0489,Sports,Hindi,2025-06-26,159,1,0
V04240,C0553,Food,English,2025-04-21,25,0,0
V04241,C0930,Comedy,English,2025-06-20,35,0,0
V04242,C0786,Technology,Hindi,2025-04-06,165,1,0
V04243,C0175,Gaming,Spanish,2025-03-31,50,1,0
V04244,C0831,News,Spanish,2025-03-31,14,0,0
V04245,C0852,Music,English,2025-04-22,54,1,0
V04246,C0742,Comedy,English,2025-01-08,123,0,0
V04247,C0549,Gaming,English,2025-05-24,94,1,0
V04248,C0692,Gaming,Spanish,2025-01-18,25,1,0
V04249,C0389,Music,Spanish,2025-02-25,107,0,0
V04250,C0041,Comedy,Hindi,2025-05-06,74,1,0
V04251,C0094,Sports,Portuguese,2025-06-21,151,1,0
V04252,C0963,Sports,Japanese,2025-06-28,176,0,1
V04253,C0951,Fashion,Japanese,2025-03-30,60,1,0
V04254,C0105,Gaming,English,2025-03-09,67,1,0
V04255,C0679,Education,Hindi,2025-05-16,71,1,0
V04256,C0710,Comedy,Portuguese,2025-06-13,99,0,0
V04257,C0125,Gaming,English,2025-05-19,159,1,1
V04258,C0882,Gaming,English,2025-06-03,166,1,0
V04259,C0506,Music,Hindi,2025-02-27,39,1,0
V04260,C0543,Education,English,2025-03-17,37,0,0
V04261,C0526,Sports,English,2025-04-30,71,1,0
V04262,C0014,Music,Spanish,2025-06-09,37,1,0
V04263,C0156,Comedy,English,2025-06-07,65,1,0
V04264,C0186,Education,English,2025-06-15,171,1,0
V04265,C0238,Food,English,2025-02-04,37,1,0
V04266,C0856,Comedy,Hindi,2025-03-22,102,1,0
V04267,C0564,Sports,English,2025-02-18,152,1,0
V04268,C0200,Music,Spanish,2025-02-04,116,1,0
V04269,C0409,News,English,2025-06-24,58,0,0
V04270,C0851,Travel,English,2025-04-30,58,0,0
V04271,C0599,Travel,Portuguese,2025-05-23,19,1,0
V04272,C0050,Music,English,2025-03-25,67,1,0
V04273,C0973,Technology,Hindi,2025-03-30,176,1,0
V04274,C0273,Sports,Portuguese,2025-03-16,27,1,0
V04275,C0219,Travel,English,2025-06-26,138,0,0
V04276,C0047,Comedy,Japanese,2025-05-08,115,0,0
V04277,C0287,Comedy,Portuguese,2025-02-05,140,0,0
V04278,C0253,Sports,Spanish,2025-05-16,135,1,0
V04279,C0826,Comedy,English,2025-04-21,122,0,0
V04280,C0981,News,Hindi,2025-01-19,32,1,1
V04281,C0550,Education,English,2025-03-18,71,1,0
V04282,C0744,Education,Japanese,2025-05-16,64,1,0
V04283,C0293,Travel,Hindi,2025-01-09,45,0,0
V04284,C0464,Gaming,Portuguese,2025-02-16,65,1,0
V04285,C0526,Gaming,Japanese,2025-06-21,174,1,0
V04286,C0327,Sports,English,2025-06-19,132,1,0
V04287,C0877,Food,Hindi,2025-01-31,110,1,0
V04288,C0314,Music,Portuguese,2025-02-23,51,1,0
V04289,C0679,Education,English,2025-06-21,66,0,0
V04290,C0035,Food,English,2025-05-02,78,1,0
V04291,C0664,News,Portuguese,2025-04-15,133,1,0
V04292,C0333,Gaming,Portuguese,2025-02-26,144,0,0
V04293,C0703,Sports,Portuguese,2025-05-10,136,0,0
V04294,C0955,Gaming,Portuguese,2025-06-27,159,1,0
V04295,C0871,Comedy,English,2025-01-13,175,1,0
V04296,C0103,Comedy,English,2025-05-16,36,1,0
V04297,C0690,Comedy,Hindi,2025-05-22,118,1,0
V04298,C0075,Education,English,2025-05-21,154,1,0
V04299,C0647,Education,Hindi,2025-06-25,47,0,0
V04300,C0402,Music,English,2025-02-12,137,0,0
V04301,C0780,Gaming,Portuguese,2025-06-26,123,0,0
V04302,C0903,Sports,Japanese,2025-04-06,19,1,0
V04303,C0215,News,Spanish,2025-03-21,49,1,0
V04304,C0552,Technology,English,2025-05-28,124,0,0
V04305,C0545,Music,English,2025-04-18,167,1,0
V04306,C0346,Education,English,2025-01-24,23,1,0
V04307,C0563,Comedy,Spanish,2025-03-13,149,1,0
V04308,C0349,Comedy,Spanish,2025-01-15,43,1,0
V04309,C0593,Fashion,English,2025-05-27,130,0,0
V04310,C0618,Education,English,2025-01-21,133,1,0
V04311,C0929,Music,Portuguese,2025-04-08,17,1,0
V04312,C0510,Gaming,Hindi,2025-05-29,81,1,0
V04313,C0870,Comedy,Portuguese,2025-06-01,174,1,0
V04314,C0225,Comedy,English,2025-03-05,140,1,0
V04315,C0251,Technology,English,2025-03-21,95,1,0
V04316,C0883,Food,English,2025-03-29,26,1,0
V04317,C0489,Fashion,English,2025-02-02,43,0,0
V04318,C0598,Fashion,Portuguese,2025-02-19,93,1,0
V04319,C0298,Music,Hindi,2025-02-10,79,1,1
V04320,C0948,Food,Hindi,2025-04-09,125,1,0
V04321,C0057,Comedy,English,2025-01-09,127,1,0
V04322,C0725,Gaming,English,2025-03-31,151,0,0
V04323,C0777,Music,Hindi,2025-01-06,170,1,0
V04324,C0900,Technology,English,2025-01-15,27,1,0
V04325,C0848,News,Portuguese,2025-05-05,155,1,0
V04326,C0978,Gaming,English,2025-05-15,11,0,0
V04327,C0032,Sports,Portuguese,2025-05-12,149,1,0
V04328,C0605,Food,Japanese,2025-05-26,139,0,0
V04329,C0590,Sports,Hindi,2025-03-31,96,0,0
V04330,C0259,Comedy,Spanish,2025-03-16,93,1,0
V04331,C0831,Technology,English,2025-03-08,17,1,0
V04332,C0189,Sports,Spanish,2025-05-25,161,0,0
V04333,C0304,News,Spanish,2025-03-19,169,1,0
V04334,C0008,Sports,Japanese,2025-06-16,145,0,0
V04335,C0464,Music,Portuguese,2025-02-07,152,0,0
V04336,C0266,Comedy,Portuguese,2025-03-19,123,1,0
V04337,C0300,Sports,Portuguese,2025-01-08,11,1,0
V04338,C0979,Music,Spanish,2025-01-03,47,1,0
V04339,C0461,Food,Hindi,2025-02-18,69,0,0
V04340,C0971,Music,Spanish,2025-01-23,49,0,0
V04341,C0362,Comedy,Spanish,2025-05-18,107,1,0
V04342,C0396,Sports,Spanish,2025-06-28,106,1,0
V04343,C0210,Comedy,Spanish,2025-01-27,22,1,0
V04344,C0188,Sports,English,2025-03-05,70,0,0
V04345,C0579,Technology,Hindi,2025-05-11,23,1,0
V04346,C0371,Music,English,2025-05-26,105,0,0
V04347,C0269,Gaming,Spanish,2025-04-01,20,1,0
V04348,C0336,Comedy,Hindi,2025-04-05,60,1,0
V04349,C0312,Music,English,2025-03-31,154,0,0
V04350,C0226,Music,English,2025-01-14,62,1,0
V04351,C0700,Education,Japanese,2025-01-17,79,1,0
V04352,C0495,Technology,English,2025-04-17,138,1,0
V04353,C0106,Technology,Japanese,2025-05-08,145,0,0
V04354,C0980,News,Spanish,2025-02-17,114,1,0
V04355,C0078,Music,Spanish,2025-05-19,171,1,0
V04356,C0506,Fashion,Spanish,2025-03-26,91,1,0
V04357,C0609,Education,English,2025-01-28,167,1,0
V04358,C0617,Comedy,Japanese,2025-04-02,29,1,0
V04359,C0586,Sports,English,2025-06-09,53,1,0
V04360,C0954,Gaming,Spanish,2025-02-24,21,1,0
V04361,C0449,Gaming,Spanish,2025-06-13,139,0,0
V04362,C0506,Gaming,Hindi,2025-02-01,20,1,0
V04363,C0345,Sports,English,2025-02-03,171,1,0
V04364,C0172,Travel,Hindi,2025-06-12,25,1,0
V04365,C0039,Sports,English,2025-01-04,106,0,0
V04366,C0053,Music,English,2025-04-28,79,1,0
V04367,C0091,Education,Portuguese,2025-01-20,180,1,0
V04368,C0961,Comedy,English,2025-02-04,101,1,0
V04369,C0082,Food,Hindi,2025-02-27,69,1,0
V04370,C0093,Music,English,2025-01-25,149,1,1
V04371,C0255,Music,Portuguese,2025-04-14,64,0,0
V04372,C0177,Sports,English,2025-05-24,74,1,1
V04373,C0714,Comedy,Hindi,2025-03-17,53,1,1
V04374,C0708,Music,Hindi,2025-02-02,150,1,0
V04375,C0885,Music,Hindi,2025-01-16,20,1,0
V04376,C0992,Travel,English,2025-05-11,162,1,0
V04377,C0418,Comedy,English,2025-05-29,89,0,0
V04378,C0575,Food,Hindi,2025-01-03,123,0,0
V04379,C0019,Comedy,English,2025-05-12,136,1,0
V04380,C0424,News,Hindi,2025-02-23,137,1,0
V04381,C0124,Education,Hindi,2025-01-30,42,0,0
V04382,C0870,Gaming,Spanish,2025-03-27,155,1,0
V04383,C0197,Food,Japanese,2025-03-11,130,0,0
V04384,C0410,Music,English,2025-02-04,148,1,0
V04385,C0799,Sports,Hindi,2025-02-12,65,1,0
V04386,C0887,Music,Spanish,2025-05-19,37,0,0
V04387,C0809,Music,Hindi,2025-01-07,25,1,0
V04388,C0907,Education,Japanese,2025-06-23,45,1,0
V04389,C0139,Music,English,2025-05-12,176,0,0
V04390,C0894,Food,Spanish,2025-04-14,167,1,0
V04391,C0579,Comedy,Hindi,2025-02-11,155,1,0
V04392,C0004,Music,English,2025-03-27,33,1,0
V04393,C0575,Music,English,2025-05-16,120,1,0
V04394,C0548,Food,Spanish,2025-01-10,125,1,0
V04395,C0412,Education,Spanish,2025-06-12,156,1,0
V04396,C0372,Food,English,2025-05-04,153,1,0
V04397,C0020,Gaming,Hindi,2025-06-07,163,0,0
V04398,C0335,Music,Spanish,2025-04-12,85,1,0
V04399,C0677,Travel,English,2025-05-05,108,1,0
V04400,C0959,Travel,Spanish,2025-05-09,22,1,0
V04401,C0584,Sports,Japanese,2025-05-20,33,1,0
V04402,C0376,Education,Japanese,2025-05-09,50,1,0
V04403,C0036,Travel,English,2025-06-24,117,1,0
V04404,C0459,Comedy,English,2025-01-20,127,1,0
V04405,C0957,Comedy,Hindi,2025-03-17,126,0,0
V04406,C0226,Comedy,Hindi,2025-05-15,49,1,0
V04407,C0847,Gaming,Portuguese,2025-03-01,119,1,0
V04408,C0019,Food,Portuguese,2025-03-28,111,0,1
V04409,C0464,Fashion,Portuguese,2025-01-11,56,1,0
V04410,C0875,Technology,Hindi,2025-04-27,16,1,0
V04411,C0443,Music,Spanish,2025-01-01,73,1,0
V04412,C0616,Comedy,Hindi,2025-01-10,106,1,0
V04413,C0407,Sports,Hindi,2025-05-30,36,1,0
V04414,C0056,Comedy,Hindi,2025-03-15,132,1,0
V04415,C0545,Fashion,Spanish,2025-05-29,37,0,0
V04416,C0247,Food,Portuguese,2025-02-09,160,1,1
V04417,C0480,Sports,English,2025-02-18,102,1,0
V04418,C0072,Music,English,2025-03-14,52,1,0
V04419,C0488,Comedy,English,2025-06-26,54,0,0
V04420,C0363,Music,English,2025-02-16,142,0,1
V04421,C0380,Sports,English,2025-02-08,142,0,0
V04422,C0307,Food,English,2025-01-18,19,1,0
V04423,C0580,Comedy,Portuguese,2025-01-04,21,1,0
V04424,C0332,Food,Hindi,2025-03-23,128,1,0
V04425,C0287,Comedy,English,2025-01-06,74,0,0
V04426,C0272,News,English,2025-01-03,101,0,0
V04427,C0432,Sports,Hindi,2025-03-07,47,1,0
V04428,C0217,Comedy,Portuguese,2025-06-09,133,1,0
V04429,C0852,Music,English,2025-02-07,18,0,0
V04430,C0573,Music,Spanish,2025-05-13,117,1,0
V04431,C0957,Food,Hindi,2025-05-10,173,1,0
V04432,C0490,Music,Hindi,2025-01-13,122,1,0
V04433,C0160,Education,English,2025-02-12,139,1,0
V04434,C0078,Sports,Spanish,2025-06-21,99,1,0
V04435,C0306,Technology,Hindi,2025-01-19,112,1,0
V04436,C0859,Comedy,English,2025-06-04,123,0,1
V04437,C0156,Music,English,2025-06-12,81,1,0
V04438,C0962,Gaming,Hindi,2025-06-11,33,1,0
V04439,C0046,Comedy,Hindi,2025-05-09,101,1,0
V04440,C0419,News,English,2025-02-02,85,1,0
V04441,C0907,Technology,English,2025-05-21,45,1,1
V04442,C0113,Comedy,Hindi,2025-02-02,147,0,1
V04443,C0307,Sports,English,2025-01-09,150,1,0
V04444,C0080,Comedy,Portuguese,2025-03-22,150,1,0
V04445,C0055,Food,English,2025-04-10,112,1,0
V04446,C0473,Education,Spanish,2025-01-21,88,1,0
V04447,C0163,Travel,Spanish,2025-06-08,85,1,0
V04448,C0342,Comedy,Spanish,2025-03-05,32,0,0
V04449,C0871,Fashion,Spanish,2025-03-04,53,1,0
V04450,C0360,Technology,Hindi,2025-04-20,47,0,0
V04451,C0197,Music,Portuguese,2025-05-02,94,1,0
V04452,C0860,Music,English,2025-02-06,17,1,0
V04453,C0526,Technology,Hindi,2025-05-02,76,1,0
V04454,C0605,Sports,Hindi,2025-02-10,172,1,0
V04455,C0269,Education,English,2025-04-16,119,1,0
V04456,C0051,Education,Portuguese,2025-03-18,56,0,0
V04457,C0011,Gaming,English,2025-03-25,177,0,0
V04458,C0649,Comedy,English,2025-01-24,132,1,1
V04459,C0575,Music,Hindi,2025-02-15,117,0,0
V04460,C0357,Gaming,Hindi,2025-02-11,39,1,0
V04461,C0307,Sports,English,2025-01-21,98,0,0
V04462,C0582,Education,English,2025-03-11,67,0,0
V04463,C0681,Technology,Hindi,2025-03-04,118,1,1
V04464,C0168,Fashion,English,2025-02-03,176,0,0
V04465,C0636,Gaming,English,2025-01-03,118,0,0
V04466,C0869,Education,English,2025-03-20,121,1,0
V04467,C0625,Sports,Portuguese,2025-05-07,172,1,0
V04468,C0478,Education,Japanese,2025-03-03,14,0,0
V04469,C0915,Comedy,Portuguese,2025-01-03,172,1,0
V04470,C0563,Music,English,2025-03-17,42,1,0
V04471,C0332,Music,Portuguese,2025-02-11,133,1,0
V04472,C0742,Gaming,English,2025-03-31,52,0,0
V04473,C0535,Gaming,Hindi,2025-02-12,41,1,1
V04474,C0731,Gaming,Hindi,2025-01-13,146,1,0
V04475,C0617,Food,Spanish,2025-05-08,51,0,0
V04476,C0704,Gaming,Spanish,2025-06-08,98,0,0
V04477,C0615,Sports,Hindi,2025-02-24,91,0,0
V04478,C0062,Technology,English,2025-05-07,19,1,0
V04479,C0113,Comedy,Portuguese,2025-05-02,79,0,0
V04480,C0668,Travel,English,2025-03-13,168,1,0
V04481,C0143,Education,English,2025-01-09,170,1,0
V04482,C0625,Food,English,2025-01-14,177,0,0
V04483,C0261,Sports,Spanish,2025-06-21,55,1,0
V04484,C0397,Music,Hindi,2025-02-12,72,0,0
V04485,C0645,Comedy,English,2025-03-21,68,1,0
V04486,C0322,Travel,Spanish,2025-02-28,13,1,1
V04487,C0507,Education,English,2025-05-30,11,1,0
V04488,C0606,News,Hindi,2025-04-27,134,1,0
V04489,C0503,Travel,English,2025-04-08,95,0,0
